user,movie,rating
148,1707,NaN
148,940,NaN
148,1726,NaN
148,2093,NaN
148,3247,NaN
148,534,NaN
148,2427,NaN
148,426,NaN
148,1408,NaN
148,1474,NaN
148,2816,NaN
148,3432,NaN
148,170,NaN
148,1196,NaN
148,1544,NaN
148,1953,NaN
148,2367,NaN
148,783,NaN
148,2527,NaN
148,2990,NaN
148,370,NaN
148,1370,NaN
148,1573,NaN
148,2126,NaN
148,2916,NaN
148,11,NaN
148,204,NaN
148,575,NaN
148,3109,NaN
148,110,NaN
148,150,NaN
148,508,NaN
148,541,NaN
148,1129,NaN
148,2953,NaN
148,260,NaN
148,3347,NaN
148,3358,NaN
148,2028,NaN
148,2353,NaN
148,910,NaN
148,546,NaN
148,805,NaN
148,1672,NaN
148,2946,NaN
148,349,NaN
148,3623,NaN
148,379,NaN
148,454,NaN
148,832,NaN
148,965,NaN
148,971,NaN
148,2411,NaN
148,2476,NaN
148,3360,NaN
148,3770,NaN
148,158,NaN
148,2065,NaN
148,2416,NaN
148,902,NaN
148,2617,NaN
148,2762,NaN
148,2890,NaN
148,3142,NaN
148,909,NaN
148,1954,NaN
148,2005,NaN
148,2334,NaN
148,3113,NaN
148,2,NaN
148,2162,NaN
148,2944,NaN
148,3107,NaN
148,365,NaN
148,2115,NaN
148,2000,NaN
148,1373,NaN
148,2642,NaN
148,2661,NaN
148,3585,NaN
148,2406,NaN
148,2792,NaN
148,3768,NaN
148,2243,NaN
148,3578,NaN
148,1090,NaN
148,1371,NaN
148,1445,NaN
148,3033,NaN
148,3214,NaN
148,3248,NaN
148,405,NaN
148,3176,NaN
148,605,NaN
148,1101,NaN
148,1376,NaN
148,2949,NaN
148,2423,NaN
148,996,NaN
148,1584,NaN
148,1674,NaN
148,3524,NaN
148,1429,NaN
148,3555,NaN
148,1676,NaN
148,2815,NaN
148,153,NaN
148,1962,NaN
148,2002,NaN
148,2301,NaN
148,3705,NaN
148,475,NaN
148,1246,NaN
148,1762,NaN
148,2117,NaN
148,2501,NaN
148,2626,NaN
148,3394,NaN
148,3769,NaN
148,934,NaN
148,1097,NaN
148,468,NaN
148,932,NaN
148,1416,NaN
148,2110,NaN
148,3088,NaN
148,788,NaN
148,2643,NaN
148,1387,NaN
148,2021,NaN
148,2713,NaN
148,208,NaN
148,954,NaN
148,1882,NaN
148,2086,NaN
148,2370,NaN
148,2558,NaN
148,3846,NaN
148,89,NaN
148,2376,NaN
148,3668,NaN
148,3836,NaN
463,1580,NaN
463,1270,NaN
463,1265,NaN
463,2249,NaN
463,2797,NaN
463,1259,NaN
463,2683,NaN
463,587,NaN
463,1307,NaN
463,2015,NaN
463,1269,NaN
463,1294,NaN
463,1135,NaN
463,2134,NaN
463,1210,NaN
463,2371,NaN
463,223,NaN
463,1077,NaN
463,1777,NaN
463,2502,NaN
463,2042,NaN
463,539,NaN
463,2791,NaN
463,1197,NaN
463,2082,NaN
463,2054,NaN
463,1,NaN
463,3210,NaN
463,348,NaN
463,1663,NaN
463,2470,NaN
463,2040,NaN
463,2736,NaN
463,1394,NaN
463,1968,NaN
463,1517,NaN
463,1028,NaN
463,1701,NaN
463,266,NaN
463,2375,NaN
463,2458,NaN
463,3552,NaN
463,3243,NaN
463,2150,NaN
463,3675,NaN
463,1136,NaN
463,3040,NaN
463,1732,NaN
463,2413,NaN
463,1747,NaN
463,2468,NaN
463,1641,NaN
463,3671,NaN
463,586,NaN
463,2080,NaN
463,2324,NaN
463,2716,NaN
463,2135,NaN
463,2469,NaN
463,2081,NaN
463,1060,NaN
463,380,NaN
463,520,NaN
463,7,NaN
463,648,NaN
463,2918,NaN
463,3543,NaN
463,1673,NaN
463,1297,NaN
463,3608,NaN
463,1234,NaN
463,1020,NaN
463,1230,NaN
463,3361,NaN
463,1007,NaN
463,951,NaN
463,2012,NaN
463,3462,NaN
463,2378,NaN
463,356,NaN
463,2858,NaN
463,3035,NaN
463,3751,NaN
463,3591,NaN
463,2133,NaN
463,2359,NaN
463,2291,NaN
463,21,NaN
463,3253,NaN
463,550,NaN
463,1079,NaN
463,2100,NaN
463,1188,NaN
463,2253,NaN
463,2518,NaN
463,2001,NaN
463,2028,NaN
463,2379,NaN
463,910,NaN
463,317,NaN
463,344,NaN
463,2416,NaN
463,909,NaN
463,3536,NaN
463,2144,NaN
463,3174,NaN
463,2792,NaN
463,3578,NaN
463,3033,NaN
463,2248,NaN
463,2997,NaN
463,410,NaN
463,3809,NaN
463,1278,NaN
463,2002,NaN
463,2301,NaN
463,934,NaN
463,1416,NaN
463,2700,NaN
463,3088,NaN
463,2599,NaN
463,3688,NaN
463,2746,NaN
471,3175,NaN
471,737,NaN
471,1270,NaN
471,3704,NaN
471,1223,NaN
471,3703,NaN
471,593,NaN
471,1199,NaN
471,1653,NaN
471,1198,NaN
471,2905,NaN
471,2386,NaN
471,3624,NaN
471,1372,NaN
471,626,NaN
471,3811,NaN
471,3481,NaN
471,1148,NaN
471,1210,NaN
471,329,NaN
471,3196,NaN
471,3083,NaN
471,1208,NaN
471,1215,NaN
471,1961,NaN
471,924,NaN
471,111,NaN
471,2628,NaN
471,1300,NaN
471,955,NaN
471,1306,NaN
471,748,NaN
471,912,NaN
471,3753,NaN
471,3030,NaN
471,674,NaN
471,3022,NaN
471,3793,NaN
471,920,NaN
471,3699,NaN
471,3730,NaN
471,2105,NaN
471,1250,NaN
471,1299,NaN
471,1252,NaN
471,1375,NaN
471,154,NaN
471,3638,NaN
471,3310,NaN
471,327,NaN
471,1240,NaN
471,2019,NaN
471,1831,NaN
471,1527,NaN
471,1396,NaN
471,316,NaN
471,3471,NaN
471,2968,NaN
471,2046,NaN
471,2034,NaN
471,648,NaN
471,720,NaN
471,1200,NaN
471,1356,NaN
471,589,NaN
471,1214,NaN
471,527,NaN
471,1704,NaN
471,1320,NaN
471,3354,NaN
471,1147,NaN
471,3365,NaN
471,3035,NaN
471,3755,NaN
471,3751,NaN
471,480,NaN
471,741,NaN
471,1221,NaN
471,256,NaN
471,1185,NaN
471,1203,NaN
471,32,NaN
471,2253,NaN
471,1281,NaN
471,1544,NaN
471,2936,NaN
471,2916,NaN
471,541,NaN
471,260,NaN
471,2028,NaN
471,910,NaN
471,1680,NaN
471,3160,NaN
471,2011,NaN
471,3515,NaN
471,3578,NaN
471,1371,NaN
471,1376,NaN
471,172,NaN
471,1676,NaN
471,2289,NaN
471,2528,NaN
471,745,NaN
471,1204,NaN
471,2021,NaN
496,1580,NaN
496,1270,NaN
496,2393,NaN
496,3000,NaN
496,2396,NaN
496,593,NaN
496,1199,NaN
496,1198,NaN
496,2212,NaN
496,2683,NaN
496,587,NaN
496,3624,NaN
496,1372,NaN
496,908,NaN
496,329,NaN
496,3512,NaN
496,223,NaN
496,1208,NaN
496,2502,NaN
496,3450,NaN
496,1291,NaN
496,924,NaN
496,2791,NaN
496,1197,NaN
496,2628,NaN
496,47,NaN
496,3155,NaN
496,3421,NaN
496,3752,NaN
496,1,NaN
496,1391,NaN
496,3861,NaN
496,1682,NaN
496,1242,NaN
496,1997,NaN
496,3793,NaN
496,3863,NaN
496,1968,NaN
496,1517,NaN
496,1028,NaN
496,3730,NaN
496,3827,NaN
496,2571,NaN
496,2761,NaN
496,1375,NaN
496,904,NaN
496,1136,NaN
496,1732,NaN
496,1240,NaN
496,1527,NaN
496,3717,NaN
496,2060,NaN
496,3114,NaN
496,761,NaN
496,2716,NaN
496,733,NaN
496,2174,NaN
496,1205,NaN
496,161,NaN
496,2959,NaN
496,520,NaN
496,648,NaN
496,2717,NaN
496,2918,NaN
496,3864,NaN
496,1374,NaN
496,3821,NaN
496,3052,NaN
496,928,NaN
496,533,NaN
496,1356,NaN
496,589,NaN
496,2167,NaN
496,750,NaN
496,2395,NaN
496,1639,NaN
496,1333,NaN
496,1704,NaN
496,3618,NaN
496,3742,NaN
496,3354,NaN
496,2858,NaN
496,3510,NaN
496,1907,NaN
496,3751,NaN
496,480,NaN
496,3868,NaN
496,741,NaN
496,21,NaN
496,3869,NaN
496,1257,NaN
496,3945,NaN
496,457,NaN
496,1196,NaN
496,1544,NaN
496,370,NaN
496,110,NaN
496,150,NaN
496,541,NaN
496,260,NaN
496,2028,NaN
496,965,NaN
496,3785,NaN
496,2617,NaN
496,2762,NaN
496,3948,NaN
496,1373,NaN
496,2792,NaN
496,3578,NaN
496,1371,NaN
496,1376,NaN
496,2504,NaN
496,2997,NaN
496,172,NaN
496,1097,NaN
496,180,NaN
496,2700,NaN
496,2208,NaN
496,2706,NaN
1088,471,3.5649034977
1088,1088,3.09525179863
1088,1342,2.44369578362
1088,1959,3.76754808426
1088,2142,2.49963736534
1088,3175,3.55908703804
1088,858,4.8024930954
1088,897,4.10078191757
1088,1025,3.38431143761
1088,1084,4.17950677872
1088,1483,2.25289654732
1088,1721,3.64532923698
1088,2387,2.54720973969
1088,2580,3.75427985191
1088,3475,4.13052558899
1088,31,2.95657396317
1088,516,2.63436698914
1088,1270,3.98021268845
1088,1339,3.16164517403
1088,2711,2.95371747017
1088,2996,3.04419374466
1088,3000,4.08257579803
1088,3213,3.53550934792
1088,3704,3.08856248856
1088,85,3.27504682541
1088,808,3.14139437675
1088,1265,3.99407219887
1088,2025,3.31912136078
1088,2231,3.66355133057
1088,2443,3.65512633324
1088,3098,4.02795219421
1088,879,2.52538847923
1088,1223,4.32012271881
1088,2096,3.67320299149
1088,2622,3.29622173309
1088,3566,3.37635755539
1088,588,3.77521848679
1088,799,3.02622127533
1088,898,4.33069610596
1088,3105,3.8453514576
1088,296,4.47027111053
1088,1466,3.89287590981
1088,1888,2.7264316082
1088,2542,3.87505459785
1088,3062,4.21246528625
1088,918,3.6116194725
1088,1005,1.80361819267
1088,2396,4.24866580963
1088,362,3.21496033669
1088,673,2.41082906723
1088,2971,3.76214718819
1088,593,4.57380056381
1088,597,3.58206963539
1088,976,3.81126785278
1088,1212,4.52936553955
1088,1417,2.67034220695
1088,1653,3.67378377914
1088,2797,3.91612672806
1088,2835,2.53660750389
1088,950,4.30725288391
1088,2294,3.37782859802
1088,2606,1.99248576164
1088,3844,3.5406267643
1088,34,3.93381476402
1088,368,3.37191367149
1088,1068,3.83079099655
1088,1344,3.91778254509
1088,2888,1.98821425438
1088,3152,4.0226483345
1088,101,3.73606157303
1088,1183,3.88445210457
1088,1500,3.84315824509
1088,2771,2.91735219955
1088,830,2.64251923561
1088,1226,4.21521186829
1088,1259,4.21306419373
1088,28,3.97345376015
1088,1031,3.31854438782
1088,1201,4.29084014893
1088,1441,3.29292273521
1088,1892,3.43976402283
1088,2052,2.40937995911
1088,2180,3.68345952034
1088,2313,4.09815979004
1088,2683,2.99378657341
1088,3685,3.76315069199
1088,497,3.97233986855
1088,596,3.74513888359
1088,1296,3.99810600281
1088,1621,3.16653800011
1088,2018,3.78301405907
1088,2355,3.80980324745
1088,2583,3.65604543686
1088,2842,3.52124357224
1088,300,3.83053350449
1088,412,3.5446023941
1088,784,2.43602490425
1088,1034,3.5887825489
1088,1064,2.7077794075
1088,1752,2.46558475494
1088,1974,2.64688420296
1088,587,3.4866912365
1088,1276,4.51059818268
1088,1307,4.2071313858
1088,2094,2.98301196098
1088,3296,3.7958612442
1088,3624,3.57792568207
1088,76,2.53487634659
1088,914,4.15590238571
1088,2871,4.10384893417
1088,3252,3.85964560509
1088,3264,2.8597369194
1088,3435,4.54390144348
1088,27,2.57374715805
1088,332,2.13535428047
1088,577,2.33896017075
1088,2023,3.44950389862
1088,2335,2.45686268806
1088,2439,3.57563519478
1088,2857,3.65188527107
1088,3743,2.01928472519
1088,1269,4.23419523239
1088,1294,4.38542842865
1088,1927,4.4068107605
1088,3072,3.79920601845
1088,606,1.57690608501
1088,743,1.88788068295
1088,908,4.59269809723
1088,916,4.29633808136
1088,2169,2.08966732025
1088,2644,3.82664299011
1088,3528,3.08538746834
1088,3744,3.15862441063
1088,253,3.46494626999
1088,1148,4.51262521744
1088,1280,4.18839740753
1088,1363,2.8438076973
1088,1866,2.49962544441
1088,1955,3.90397620201
1088,2076,3.7664911747
1088,2804,4.33061504364
1088,236,3.12152028084
1088,460,2.13408660889
1088,1085,3.79061198235
1088,1398,2.84993982315
1088,2062,3.11405158043
1088,2496,3.01365971565
1088,3258,2.57328677177
1088,2236,3.50080776215
1088,3328,3.6881275177
1088,3548,3.62411594391
1088,223,3.89169383049
1088,1769,2.91609787941
1088,2006,3.381909132
1088,2090,3.32472395897
1088,3116,2.78629899025
1088,3171,3.99812054634
1088,1208,4.51413202286
1088,3260,3.72879648209
1088,926,4.24819421768
1088,1077,3.99045586586
1088,1777,3.24781298637
1088,2502,3.57744121552
1088,2975,2.56658864021
1088,1290,3.51772284508
1088,1457,2.83698296547
1088,1582,2.87180566788
1088,2726,4.09635782242
1088,2772,2.57972359657
1088,222,3.62138915062
1088,1249,3.964656353
1088,1804,2.94072532654
1088,3654,4.05682754517
1088,22,3.31754469872
1088,372,3.19109177589
1088,1848,2.77450370789
1088,1961,4.16308164597
1088,230,3.44585132599
1088,2828,1.47848641872
1088,190,3.20568227768
1088,2042,2.0843770504
1088,2724,2.82420492172
1088,367,3.11160993576
1088,539,3.72745060921
1088,599,4.28363466263
1088,1061,3.65392899513
1088,1588,2.61226320267
1088,3244,3.72499299049
1088,111,4.32775449753
1088,224,3.33752322197
1088,1729,3.73978567123
1088,1942,4.18088436127
1088,2181,3.82516932487
1088,2628,3.39433789253
1088,3504,4.14255523682
1088,47,4.22027587891
1088,1207,4.61327648163
1088,1456,2.09415173531
1088,1939,4.34733772278
1088,1944,4.23915672302
1088,2612,4.05997753143
1088,1244,4.12330818176
1088,2109,3.67158341408
1088,2398,3.94552946091
1088,3498,4.12792778015
1088,1206,4.1336517334
1088,2829,2.9041428566
1088,3721,3.47870445251
1088,185,2.64968800545
1088,355,1.92640185356
1088,618,0.998828649521
1088,1542,3.67155122757
1088,1586,2.79699420929
1088,2045,3.26280784607
1088,2092,1.99113702774
1088,2312,3.89406776428
1088,3155,3.17796683311
1088,906,4.13921022415
1088,955,4.09450864792
1088,1288,4.1419172287
1088,2082,2.52969145775
1088,3095,4.38858604431
1088,435,2.16839551926
1088,473,1.73084211349
1088,935,3.24187970161
1088,1266,4.35715770721
1088,2840,2.64314222336
1088,3073,3.16893148422
1088,3121,3.91082859039
1088,3753,3.77598810196
1088,1247,4.43055391312
1088,1304,4.42766666412
1088,1488,2.86684727669
1088,2320,2.89735484123
1088,2329,4.31929016113
1088,3752,2.71801519394
1088,3798,3.2566652298
1088,2054,2.72743654251
1088,3826,2.30816721916
1088,1,4.1876206398
1088,1172,4.38450956345
1088,1391,2.56011009216
1088,3125,3.45821976662
1088,52,3.66382884979
1088,1302,4.00347232819
1088,1485,3.33498811722
1088,1683,3.63176512718
1088,1798,2.07521557808
1088,2183,4.0933303833
1088,3147,4.20490980148
1088,3861,3.02693295479
1088,715,3.63204026222
1088,1047,3.27022433281
1088,2155,3.18242669106
1088,2600,2.83153033257
1088,3006,4.30720996857
1088,3453,2.08353590965
1088,274,1.90683436394
1088,631,1.72683858871
1088,2633,3.44314932823
1088,3111,3.77079701424
1088,3210,3.80361700058
1088,1399,3.05082440376
1088,1608,3.48650288582
1088,1644,2.23407769203
1088,2059,2.92426729202
1088,13,3.06777119637
1088,218,2.9773247242
1088,280,3.68407440186
1088,348,3.61055898666
1088,440,3.81079649925
1088,1682,3.86651825905
1088,6,3.95934963226
1088,86,3.47031092644
1088,1089,4.19507598877
1088,1267,4.51752901077
1088,1367,2.71721506119
1088,2210,3.89134383202
1088,2433,3.35816383362
1088,3720,3.66341280937
1088,852,3.200289011
1088,1952,4.16129684448
1088,2520,2.92426276207
1088,3,2.78919529915
1088,1380,3.47394227982
1088,3549,3.61007165909
1088,3908,1.57733166218
1088,1934,3.94915533066
1088,1956,4.09414339066
1088,2292,2.66796517372
1088,2852,3.92950749397
1088,164,3.6358320713
1088,1997,4.03345966339
1088,2161,3.2581076622
1088,2391,3.86971688271
1088,2577,3.44227457047
1088,2686,4.11782550812
1088,3115,2.94700884819
1088,500,3.33068299294
1088,1171,3.66081809998
1088,1353,2.79210686684
1088,2351,4.13275289536
1088,3793,3.73597621918
1088,2026,2.36739253998
1088,431,3.86090517044
1088,1021,2.34197831154
1088,2712,3.22887229919
1088,3791,2.9349758625
1088,94,3.85032653809
1088,432,2.34173321724
1088,1301,4.01832580566
1088,1394,4.09058094025
1088,2560,2.74388408661
1088,3863,3.19391584396
1088,920,4.14908647537
1088,2384,3.17972612381
1088,3489,2.69240450859
1088,647,3.61793136597
1088,1968,3.86138343811
1088,3871,4.00057649612
1088,3932,3.81546473503
1088,292,3.11043071747
1088,339,3.32956886292
1088,919,4.33003950119
1088,923,4.60942602158
1088,944,4.04791593552
1088,1069,4.33317995071
1088,1517,3.42725229263
1088,2177,3.25826430321
1088,3324,2.5893008709
1088,3649,3.26665496826
1088,54,2.07054781914
1088,120,2.86435270309
1088,1028,3.76671767235
1088,1499,1.85950708389
1088,1917,2.97108149529
1088,3730,4.33626747131
1088,3827,3.51723027229
1088,2245,3.34340238571
1088,2485,2.84449744225
1088,2618,3.85284924507
1088,2640,3.50597238541
1088,235,3.51891303062
1088,1605,2.44920015335
1088,1701,3.39810991287
1088,1951,3.66410303116
1088,3034,3.55978727341
1088,3350,4.17588090897
1088,1029,3.63682627678
1088,1032,3.59158968925
1088,2447,2.85947871208
1088,48,2.72901654243
1088,266,3.60195493698
1088,650,3.34573411942
1088,1835,3.07403945923
1088,1930,NaN
1088,2203,4.29358434677
1088,2375,2.65851759911
1088,2803,3.22519946098
1088,5,2.68129110336
1088,163,3.27171015739
1088,1407,3.42536067963
1088,1711,3.36752724648
1088,258,1.96516394615
1088,1357,3.92728281021
1088,2268,4.03774309158
1088,3552,3.83575820923
1088,1748,3.71570158005
1088,2105,3.14063382149
1088,3257,2.71027398109
1088,19,2.00659227371
1088,2085,3.49119567871
1088,2571,4.3142914772
1088,2761,3.95509934425
1088,2822,2.85912704468
1088,2844,2.93449473381
1088,3039,3.85209202766
1088,3457,2.70484542847
1088,419,1.77198326588
1088,542,2.12134695053
1088,553,3.88886642456
1088,1938,4.03049230576
1088,2664,3.87608647346
1088,415,2.21629595757
1088,1739,1.21180844307
1088,2176,4.07752656937
1088,1186,3.59751033783
1088,1250,4.70069265366
1088,1569,3.31924986839
1088,3097,4.0045208931
1088,3243,2.00555706024
1088,1225,4.40139341354
1088,1299,4.4466176033
1088,1603,2.6871881485
1088,2891,3.54449224472
1088,2987,3.55508470535
1088,3181,3.53540658951
1088,936,4.08772230148
1088,1050,3.77919483185
1088,1252,4.46798706055
1088,154,3.49725055695
1088,904,4.67287349701
1088,931,4.04628753662
1088,1321,3.57836222649
1088,3341,3.77419400215
1088,3675,3.65391325951
1088,455,2.31505179405
1088,484,2.00175356865
1088,1688,3.26719808578
1088,2801,3.44617676735
1088,3256,3.83124232292
1088,3285,2.47286534309
1088,43,3.39444208145
1088,1136,4.37077188492
1088,1253,4.25923347473
1088,3118,3.45630335808
1088,3686,3.19974660873
1088,929,3.96904230118
1088,1946,4.14928531647
1088,2385,2.2687690258
1088,2565,3.91206145287
1088,1947,4.13024711609
1088,2524,2.88676357269
1088,327,1.95321559906
1088,1263,4.33818101883
1088,1894,2.79678559303
1088,2794,2.63485145569
1088,2841,3.45371389389
1088,165,3.39431548119
1088,2019,4.69666719437
1088,2428,2.38974666595
